product_name,date,quantity_sold,price_per_kg
Carrot,2024-08-08,304,59
Cabbage,2024-08-08,398,51
Brinjal,2024-08-08,187,74
Cauliflower,2024-08-08,276,106
Spinach,2024-08-08,52,32
Beans,2024-08-08,417,113
Apple,2024-08-08,416,43
Banana,2024-08-08,471,100
Mango,2024-08-08,165,90
Orange,2024-08-08,109,50
Papaya,2024-08-08,435,88
Grapes,2024-08-08,96,99
Tomato,2024-08-09,435,117
Potato,2024-08-09,291,26
Onion,2024-08-09,154,111
Carrot,2024-08-09,419,49
Cabbage,2024-08-09,296,116
Brinjal,2024-08-09,142,100
Cauliflower,2024-08-09,243,99
Spinach,2024-08-09,131,51
Beans,2024-08-09,414,62
Apple,2024-08-09,499,104
Banana,2024-08-09,241,38
Mango,2024-08-09,376,97
Orange,2024-08-09,85,12
Papaya,2024-08-09,438,113
Grapes,2024-08-09,210,22
Tomato,2024-08-10,320,25
Potato,2024-08-10,433,85
Onion,2024-08-10,479,59
Carrot,2024-08-10,115,45
Cabbage,2024-08-10,329,63
Brinjal,2024-08-10,486,13
Cauliflower,2024-08-10,462,20
Spinach,2024-08-10,240,64
Beans,2024-08-10,183,108
Apple,2024-08-10,451,65
Banana,2024-08-10,445,100
Mango,2024-08-10,138,86
Orange,2024-08-10,231,81
Papaya,2024-08-10,211,55
Grapes,2024-08-10,183,50
Tomato,2024-08-11,165,51
Potato,2024-08-11,99,107
Onion,2024-08-11,469,115
Carrot,2024-08-11,448,31
Cabbage,2024-08-11,275,32
Brinjal,2024-08-11,367,79
Cauliflower,2024-08-11,69,16
Spinach,2024-08-11,154,107
Beans,2024-08-11,79,70
Apple,2024-08-11,229,63
Banana,2024-08-11,453,51
Mango,2024-08-11,232,68
Orange,2024-08-11,307,72
Papaya,2024-08-11,383,112
Grapes,2024-08-11,62,31
Tomato,2024-08-12,180,46
Potato,2024-08-12,227,12
Onion,2024-08-12,402,78
Carrot,2024-08-12,77,14
Cabbage,2024-08-12,482,89
Brinjal,2024-08-12,251,89
Cauliflower,2024-08-12,125,119
Spinach,2024-08-12,50,89
Beans,2024-08-12,403,103
Apple,2024-08-12,215,85
Banana,2024-08-12,415,25
Mango,2024-08-12,207,57
Orange,2024-08-12,177,37
Papaya,2024-08-12,82,52
Grapes,2024-08-12,90,60
Tomato,2024-08-13,485,108
Potato,2024-08-13,474,83
Onion,2024-08-13,290,83
Carrot,2024-08-13,152,95
Cabbage,2024-08-13,64,57
Brinjal,2024-08-13,351,28
Cauliflower,2024-08-13,188,22
Spinach,2024-08-13,310,66
Beans,2024-08-13,421,63
Apple,2024-08-13,157,15
Banana,2024-08-13,243,43
Mango,2024-08-13,189,78
Orange,2024-08-13,153,10
Papaya,2024-08-13,226,76
Grapes,2024-08-13,101,45
Tomato,2024-08-14,490,64
Potato,2024-08-14,226,71
Onion,2024-08-14,482,78
Carrot,2024-08-14,163,85
Cabbage,2024-08-14,321,53
Brinjal,2024-08-14,254,43
Cauliflower,2024-08-14,274,44
Spinach,2024-08-14,287,17
Beans,2024-08-14,153,64
Apple,2024-08-14,387,24
Banana,2024-08-14,377,74
Mango,2024-08-14,465,56
Orange,2024-08-14,192,74
Papaya,2024-08-14,451,89
Grapes,2024-08-14,292,58
Tomato,2024-08-15,253,75
Potato,2024-08-15,475,37
Onion,2024-08-15,182,97
Carrot,2024-08-15,61,88
Cabbage,2024-08-15,327,34
Brinjal,2024-08-15,91,10
Cauliflower,2024-08-15,230,55
Spinach,2024-08-15,414,119
Beans,2024-08-15,136,35
Apple,2024-08-15,282,45
Banana,2024-08-15,341,107
Mango,2024-08-15,174,10
Orange,2024-08-15,227,114
Papaya,2024-08-15,425,105
Grapes,2024-08-15,387,104
Tomato,2024-08-16,179,84
Potato,2024-08-16,419,100
Onion,2024-08-16,98,33
Carrot,2024-08-16,352,120
Cabbage,2024-08-16,221,53
Brinjal,2024-08-16,51,37
Cauliflower,2024-08-16,132,100
Spinach,2024-08-16,464,17
Beans,2024-08-16,454,75
Apple,2024-08-16,499,79
Banana,2024-08-16,243,108
Mango,2024-08-16,389,31
Orange,2024-08-16,352,115
Papaya,2024-08-16,99,80
Grapes,2024-08-16,202,81
Tomato,2024-08-17,220,47
Potato,2024-08-17,214,83
Onion,2024-08-17,416,74
Carrot,2024-08-17,402,54
Cabbage,2024-08-17,82,60
Brinjal,2024-08-17,161,78
Cauliflower,2024-08-17,386,52
Spinach,2024-08-17,456,20
Beans,2024-08-17,308,70
Apple,2024-08-17,219,85
Banana,2024-08-17,90,93
Mango,2024-08-17,389,57
Orange,2024-08-17,481,23
Papaya,2024-08-17,377,100
Grapes,2024-08-17,170,75
Tomato,2024-08-18,274,22
Potato,2024-08-18,345,10
Onion,2024-08-18,204,24
Carrot,2024-08-18,312,59
Cabbage,2024-08-18,129,18
Brinjal,2024-08-18,308,54
Cauliflower,2024-08-18,244,65
Spinach,2024-08-18,284,12
Beans,2024-08-18,180,70
Apple,2024-08-18,372,42
Banana,2024-08-18,284,83
Mango,2024-08-18,373,62
Orange,2024-08-18,490,91
Papaya,2024-08-18,231,30
Grapes,2024-08-18,76,21
Tomato,2024-08-19,460,88
Potato,2024-08-19,107,23
Onion,2024-08-19,431,50
Carrot,2024-08-19,245,22
Cabbage,2024-08-19,62,38
Brinjal,2024-08-19,128,32
Cauliflower,2024-08-19,188,26
Spinach,2024-08-19,453,84
Beans,2024-08-19,222,89
Apple,2024-08-19,129,50
Banana,2024-08-19,448,115
Mango,2024-08-19,210,85
Orange,2024-08-19,434,70
Papaya,2024-08-19,416,114
Grapes,2024-08-19,482,84
Tomato,2024-08-20,383,104
Potato,2024-08-20,412,75
Onion,2024-08-20,77,38
Carrot,2024-08-20,355,60
Cabbage,2024-08-20,322,94
Brinjal,2024-08-20,85,103
Cauliflower,2024-08-20,227,90
Spinach,2024-08-20,329,44
Beans,2024-08-20,271,109
Apple,2024-08-20,494,21
Banana,2024-08-20,258,41
Mango,2024-08-20,166,15
Orange,2024-08-20,463,81
Papaya,2024-08-20,159,80
Grapes,2024-08-20,148,43
Tomato,2024-08-21,412,82
Potato,2024-08-21,216,119
Onion,2024-08-21,466,13
Carrot,2024-08-21,98,27
Cabbage,2024-08-21,210,90
Brinjal,2024-08-21,353,24
Cauliflower,2024-08-21,493,63
Spinach,2024-08-21,187,85
Beans,2024-08-21,190,107
Apple,2024-08-21,319,68
Banana,2024-08-21,408,11
Mango,2024-08-21,115,98
Orange,2024-08-21,305,68
Papaya,2024-08-21,481,31
Grapes,2024-08-21,345,104
Tomato,2024-08-22,494,50
Potato,2024-08-22,336,118
Onion,2024-08-22,424,106
Carrot,2024-08-22,417,33
Cabbage,2024-08-22,211,89
Brinjal,2024-08-22,448,28
Cauliflower,2024-08-22,98,71
Spinach,2024-08-22,86,96
Beans,2024-08-22,66,116
Apple,2024-08-22,319,112
Banana,2024-08-22,145,23
Mango,2024-08-22,349,13
Orange,2024-08-22,136,37
Papaya,2024-08-22,152,119
Grapes,2024-08-22,67,107
Tomato,2024-08-23,303,77
Potato,2024-08-23,463,67
Onion,2024-08-23,200,104
Carrot,2024-08-23,402,81
Cabbage,2024-08-23,379,59
Brinjal,2024-08-23,456,112
Cauliflower,2024-08-23,145,103
Spinach,2024-08-23,278,107
Beans,2024-08-23,485,102
Apple,2024-08-23,147,113
Banana,2024-08-23,121,85
Mango,2024-08-23,454,64
Orange,2024-08-23,155,120
Papaya,2024-08-23,389,44
Grapes,2024-08-23,73,95
Tomato,2024-08-24,176,44
Potato,2024-08-24,210,44
Onion,2024-08-24,308,26
Carrot,2024-08-24,248,102
Cabbage,2024-08-24,103,45
Brinjal,2024-08-24,378,82
Cauliflower,2024-08-24,194,82
Spinach,2024-08-24,163,108
Beans,2024-08-24,227,53
Apple,2024-08-24,161,116
Banana,2024-08-24,283,16
Mango,2024-08-24,290,61
Orange,2024-08-24,472,113
Papaya,2024-08-24,416,91
Grapes,2024-08-24,256,14
Tomato,2024-08-25,491,58
Potato,2024-08-25,484,92
Onion,2024-08-25,160,67
Carrot,2024-08-25,431,29
Cabbage,2024-08-25,340,105
Brinjal,2024-08-25,294,73
Cauliflower,2024-08-25,349,114
Spinach,2024-08-25,280,21
Beans,2024-08-25,110,98
Apple,2024-08-25,296,66
Banana,2024-08-25,431,49
Mango,2024-08-25,246,72
Orange,2024-08-25,236,110
Papaya,2024-08-25,253,95
Grapes,2024-08-25,256,15
Tomato,2024-08-26,117,59
Potato,2024-08-26,372,17
Onion,2024-08-26,94,95
Carrot,2024-08-26,296,48
Cabbage,2024-08-26,276,75
Brinjal,2024-08-26,101,49
Cauliflower,2024-08-26,208,101
Spinach,2024-08-26,211,107
Beans,2024-08-26,315,72
Apple,2024-08-26,483,98
Banana,2024-08-26,172,75
Mango,2024-08-26,377,104
Orange,2024-08-26,176,41
Papaya,2024-08-26,237,90
Grapes,2024-08-26,259,107
Tomato,2024-08-27,489,53
Potato,2024-08-27,58,42
Onion,2024-08-27,238,64
Carrot,2024-08-27,431,101
Cabbage,2024-08-27,308,113
Brinjal,2024-08-27,427,101
Cauliflower,2024-08-27,98,85
Spinach,2024-08-27,76,78
Beans,2024-08-27,201,84
Apple,2024-08-27,279,55
Banana,2024-08-27,386,79
Mango,2024-08-27,269,61
Orange,2024-08-27,197,59
Papaya,2024-08-27,203,50
Grapes,2024-08-27,287,67
Tomato,2024-08-28,386,113
Potato,2024-08-28,274,62
Onion,2024-08-28,278,96
Carrot,2024-08-28,156,83
Cabbage,2024-08-28,151,15
Brinjal,2024-08-28,132,54
Cauliflower,2024-08-28,159,111
Spinach,2024-08-28,416,82
Beans,2024-08-28,189,116
Apple,2024-08-28,437,110
Banana,2024-08-28,136,20
Mango,2024-08-28,428,63
Orange,2024-08-28,456,108
Papaya,2024-08-28,301,88
Grapes,2024-08-28,226,14
Tomato,2024-08-29,396,45
Potato,2024-08-29,409,13
Onion,2024-08-29,367,74
Carrot,2024-08-29,463,30
Cabbage,2024-08-29,208,48
Brinjal,2024-08-29,385,35
Cauliflower,2024-08-29,102,39
Spinach,2024-08-29,424,75
Beans,2024-08-29,279,23
Apple,2024-08-29,409,84
Banana,2024-08-29,453,15
Mango,2024-08-29,317,116
Orange,2024-08-29,371,43
Papaya,2024-08-29,244,18
Grapes,2024-08-29,376,103
Tomato,2024-08-30,434,12
Potato,2024-08-30,202,84
Onion,2024-08-30,498,36
Carrot,2024-08-30,51,26
Cabbage,2024-08-30,305,93
Brinjal,2024-08-30,321,65
Cauliflower,2024-08-30,228,95
Spinach,2024-08-30,127,107
Beans,2024-08-30,430,110
Apple,2024-08-30,94,36
Banana,2024-08-30,421,14
Mango,2024-08-30,133,70
Orange,2024-08-30,170,90
Papaya,2024-08-30,160,33
Grapes,2024-08-30,497,85
Tomato,2024-08-31,191,74
Potato,2024-08-31,234,81
Onion,2024-08-31,51,60
Carrot,2024-08-31,199,16
Cabbage,2024-08-31,230,114
Brinjal,2024-08-31,121,41
Cauliflower,2024-08-31,352,59
Spinach,2024-08-31,248,107
Beans,2024-08-31,126,72
Apple,2024-08-31,96,48
Banana,2024-08-31,260,31
Mango,2024-08-31,205,72
Orange,2024-08-31,148,69
Papaya,2024-08-31,246,112
Grapes,2024-08-31,198,93
Tomato,2024-09-01,252,29
Potato,2024-09-01,460,29
Onion,2024-09-01,125,16
Carrot,2024-09-01,193,78
Cabbage,2024-09-01,314,50
Brinjal,2024-09-01,329,15
Cauliflower,2024-09-01,483,38
Spinach,2024-09-01,490,84
Beans,2024-09-01,97,79
Apple,2024-09-01,261,108
Banana,2024-09-01,326,20
Mango,2024-09-01,387,101
Orange,2024-09-01,423,112
Papaya,2024-09-01,377,108
Grapes,2024-09-01,476,111
Tomato,2024-09-02,400,115
Potato,2024-09-02,322,70
Onion,2024-09-02,88,39
Carrot,2024-09-02,357,99
Cabbage,2024-09-02,240,28
Brinjal,2024-09-02,352,98
Cauliflower,2024-09-02,490,97
Spinach,2024-09-02,68,36
Beans,2024-09-02,261,24
Apple,2024-09-02,78,93
Banana,2024-09-02,371,60
Mango,2024-09-02,235,109
Orange,2024-09-02,198,71
Papaya,2024-09-02,397,107
Grapes,2024-09-02,55,52
Tomato,2024-09-03,110,49
Potato,2024-09-03,461,77
Onion,2024-09-03,166,15
Carrot,2024-09-03,113,99
Cabbage,2024-09-03,468,23
Brinjal,2024-09-03,443,89
Cauliflower,2024-09-03,270,102
Spinach,2024-09-03,362,78
Beans,2024-09-03,457,41
Apple,2024-09-03,202,61
Banana,2024-09-03,66,77
Mango,2024-09-03,416,65
Orange,2024-09-03,236,82
Papaya,2024-09-03,390,109
Grapes,2024-09-03,436,115
Tomato,2024-09-04,267,69
Potato,2024-09-04,379,29
Onion,2024-09-04,90,100
Carrot,2024-09-04,444,10
Cabbage,2024-09-04,228,26
Brinjal,2024-09-04,418,23
Cauliflower,2024-09-04,54,109
Spinach,2024-09-04,217,43
Beans,2024-09-04,250,15
Apple,2024-09-04,496,83
Banana,2024-09-04,202,102
Mango,2024-09-04,242,42
Orange,2024-09-04,147,44
Papaya,2024-09-04,330,54
Grapes,2024-09-04,443,53
Tomato,2024-09-05,306,14
Potato,2024-09-05,411,37
Onion,2024-09-05,139,87
Carrot,2024-09-05,281,76
Cabbage,2024-09-05,212,78
Brinjal,2024-09-05,249,49
Cauliflower,2024-09-05,316,16
Spinach,2024-09-05,444,86
Beans,2024-09-05,56,62
Apple,2024-09-05,474,97
Banana,2024-09-05,273,46
Mango,2024-09-05,394,40
Orange,2024-09-05,344,94
Papaya,2024-09-05,185,46
Grapes,2024-09-05,345,33
Tomato,2024-09-06,235,33
Potato,2024-09-06,487,10
Onion,2024-09-06,120,67
Carrot,2024-09-06,180,101
Cabbage,2024-09-06,496,35
Brinjal,2024-09-06,65,119
Cauliflower,2024-09-06,368,74
Spinach,2024-09-06,151,72
Beans,2024-09-06,215,70
Apple,2024-09-06,237,47
Banana,2024-09-06,269,58
Mango,2024-09-06,415,61
Orange,2024-09-06,265,67
Papaya,2024-09-06,75,89
Grapes,2024-09-06,143,87
Tomato,2024-09-07,363,66
Potato,2024-09-07,435,29
Onion,2024-09-07,189,55
Carrot,2024-09-07,344,85
Cabbage,2024-09-07,89,67
Brinjal,2024-09-07,106,14
Cauliflower,2024-09-07,160,96
Spinach,2024-09-07,368,56
Beans,2024-09-07,302,96
Apple,2024-09-07,188,38
Banana,2024-09-07,436,117
Mango,2024-09-07,465,42
Orange,2024-09-07,311,23
Papaya,2024-09-07,114,23
Grapes,2024-09-07,188,75
Tomato,2024-09-08,482,94
Potato,2024-09-08,496,97
Onion,2024-09-08,417,26
Carrot,2024-09-08,142,97
Cabbage,2024-09-08,379,46
Brinjal,2024-09-08,273,10
Cauliflower,2024-09-08,479,49
Spinach,2024-09-08,476,97
Beans,2024-09-08,373,86
Apple,2024-09-08,476,83
Banana,2024-09-08,243,56
Mango,2024-09-08,179,69
Orange,2024-09-08,456,29
Papaya,2024-09-08,411,106
Grapes,2024-09-08,422,98
Tomato,2024-09-09,213,40
Potato,2024-09-09,338,31
Onion,2024-09-09,173,86
Carrot,2024-09-09,264,108
Cabbage,2024-09-09,211,87
Brinjal,2024-09-09,250,109
Cauliflower,2024-09-09,61,103
Spinach,2024-09-09,397,77
Beans,2024-09-09,331,111
Apple,2024-09-09,414,79
Banana,2024-09-09,134,76
Mango,2024-09-09,262,16
Orange,2024-09-09,76,22
Papaya,2024-09-09,94,93
Grapes,2024-09-09,222,15
Tomato,2024-09-10,344,52
Potato,2024-09-10,55,109
Onion,2024-09-10,106,113
Carrot,2024-09-10,143,85
Cabbage,2024-09-10,62,73
Brinjal,2024-09-10,472,15
Cauliflower,2024-09-10,422,93
Spinach,2024-09-10,353,58
Beans,2024-09-10,158,16
Apple,2024-09-10,179,81
Banana,2024-09-10,225,107
Mango,2024-09-10,101,58
Orange,2024-09-10,295,89
Papaya,2024-09-10,91,98
Grapes,2024-09-10,316,42
Tomato,2024-09-11,393,74
Potato,2024-09-11,288,90
Onion,2024-09-11,369,86
Carrot,2024-09-11,296,98
Cabbage,2024-09-11,143,117
Brinjal,2024-09-11,65,88
Cauliflower,2024-09-11,353,31
Spinach,2024-09-11,262,30
Beans,2024-09-11,217,23
Apple,2024-09-11,477,80
Banana,2024-09-11,314,14
Mango,2024-09-11,203,26
Orange,2024-09-11,249,25
Papaya,2024-09-11,267,76
Grapes,2024-09-11,481,46
Tomato,2024-09-12,238,109
Potato,2024-09-12,151,60
Onion,2024-09-12,200,42
Carrot,2024-09-12,496,78
Cabbage,2024-09-12,183,65
Brinjal,2024-09-12,193,110
Cauliflower,2024-09-12,388,117
Spinach,2024-09-12,404,54
Beans,2024-09-12,497,114
Apple,2024-09-12,290,87
Banana,2024-09-12,139,20
Mango,2024-09-12,56,24
Orange,2024-09-12,210,110
Papaya,2024-09-12,267,88
Grapes,2024-09-12,101,10
Tomato,2024-09-13,256,22
Potato,2024-09-13,219,82
Onion,2024-09-13,116,74
Carrot,2024-09-13,321,55
Cabbage,2024-09-13,366,13
Brinjal,2024-09-13,435,36
Cauliflower,2024-09-13,156,115
Spinach,2024-09-13,145,41
Beans,2024-09-13,389,53
Apple,2024-09-13,434,60
Banana,2024-09-13,248,37
Mango,2024-09-13,187,68
Orange,2024-09-13,341,16
Papaya,2024-09-13,294,20
Grapes,2024-09-13,187,24
Tomato,2024-09-14,220,10
Potato,2024-09-14,313,84
Onion,2024-09-14,488,102
Carrot,2024-09-14,295,11
Cabbage,2024-09-14,157,36
Brinjal,2024-09-14,218,110
Cauliflower,2024-09-14,166,115
Spinach,2024-09-14,272,84
Beans,2024-09-14,426,100
Apple,2024-09-14,469,16
Banana,2024-09-14,294,95
Mango,2024-09-14,122,23
Orange,2024-09-14,291,102
Papaya,2024-09-14,415,87
Grapes,2024-09-14,459,82
Tomato,2024-09-15,229,44
Potato,2024-09-15,176,32
Onion,2024-09-15,208,84
Carrot,2024-09-15,281,13
Cabbage,2024-09-15,65,26
Brinjal,2024-09-15,207,32
Cauliflower,2024-09-15,346,78
Spinach,2024-09-15,322,107
Beans,2024-09-15,294,77
Apple,2024-09-15,66,23
Banana,2024-09-15,449,80
Mango,2024-09-15,388,99
Orange,2024-09-15,442,36
Papaya,2024-09-15,263,58
Grapes,2024-09-15,302,113
Tomato,2024-09-16,426,47
Potato,2024-09-16,455,77
Onion,2024-09-16,466,74
Carrot,2024-09-16,498,79
Cabbage,2024-09-16,88,73
Brinjal,2024-09-16,439,67
Cauliflower,2024-09-16,94,105
Spinach,2024-09-16,409,25
Beans,2024-09-16,267,120
Apple,2024-09-16,160,50
Banana,2024-09-16,488,104
Mango,2024-09-16,327,94
Orange,2024-09-16,55,81
Papaya,2024-09-16,165,41
Grapes,2024-09-16,186,14
Tomato,2024-09-17,85,51
Potato,2024-09-17,240,66
Onion,2024-09-17,152,47
Carrot,2024-09-17,482,10
Cabbage,2024-09-17,405,36
Brinjal,2024-09-17,57,82
Cauliflower,2024-09-17,144,62
Spinach,2024-09-17,301,101
Beans,2024-09-17,353,21
Apple,2024-09-17,494,61
Banana,2024-09-17,232,27
Mango,2024-09-17,235,31
Orange,2024-09-17,319,10
Papaya,2024-09-17,417,95
Grapes,2024-09-17,407,34
Tomato,2024-09-18,454,42
Potato,2024-09-18,226,100
Onion,2024-09-18,278,120
Carrot,2024-09-18,368,113
Cabbage,2024-09-18,94,100
Brinjal,2024-09-18,439,32
Cauliflower,2024-09-18,176,30
Spinach,2024-09-18,198,48
Beans,2024-09-18,302,119
Apple,2024-09-18,255,59
Banana,2024-09-18,142,45
Mango,2024-09-18,490,22
Orange,2024-09-18,82,12
Papaya,2024-09-18,381,20
Grapes,2024-09-18,365,84
Tomato,2024-09-19,62,113
Potato,2024-09-19,109,45
Onion,2024-09-19,394,78
Carrot,2024-09-19,382,86
Cabbage,2024-09-19,67,103
Brinjal,2024-09-19,190,15
Cauliflower,2024-09-19,239,50
Spinach,2024-09-19,74,85
Beans,2024-09-19,281,77
Apple,2024-09-19,305,96
Banana,2024-09-19,108,57
Mango,2024-09-19,429,94
Orange,2024-09-19,160,92
Papaya,2024-09-19,484,101
Grapes,2024-09-19,393,43
Tomato,2024-09-20,192,40
Potato,2024-09-20,399,101
Onion,2024-09-20,320,11
Carrot,2024-09-20,109,32
Cabbage,2024-09-20,436,46
Brinjal,2024-09-20,214,37
Cauliflower,2024-09-20,251,119
Spinach,2024-09-20,420,96
Beans,2024-09-20,95,93
Apple,2024-09-20,138,86
Banana,2024-09-20,123,103
Mango,2024-09-20,216,77
Orange,2024-09-20,157,112
Papaya,2024-09-20,247,44
Grapes,2024-09-20,492,21
Tomato,2024-09-21,416,36
Potato,2024-09-21,273,37
Onion,2024-09-21,331,29
Carrot,2024-09-21,330,120
Cabbage,2024-09-21,166,47
Brinjal,2024-09-21,500,26
Cauliflower,2024-09-21,479,13
Spinach,2024-09-21,399,116
Beans,2024-09-21,365,116
Apple,2024-09-21,278,90
Banana,2024-09-21,464,57
Mango,2024-09-21,439,91
Orange,2024-09-21,305,67
Papaya,2024-09-21,69,91
Grapes,2024-09-21,91,21
Tomato,2024-09-22,304,120
Potato,2024-09-22,391,69
Onion,2024-09-22,447,46
Carrot,2024-09-22,227,93
Cabbage,2024-09-22,436,75
Brinjal,2024-09-22,489,83
Cauliflower,2024-09-22,485,49
Spinach,2024-09-22,414,13
Beans,2024-09-22,298,89
Apple,2024-09-22,54,96
Banana,2024-09-22,262,43
Mango,2024-09-22,91,65
Orange,2024-09-22,450,71
Papaya,2024-09-22,77,107
Grapes,2024-09-22,120,46
Tomato,2024-09-23,58,23
Potato,2024-09-23,162,26
Onion,2024-09-23,56,36
Carrot,2024-09-23,180,114
Cabbage,2024-09-23,364,115
Brinjal,2024-09-23,221,94
Cauliflower,2024-09-23,131,56
Spinach,2024-09-23,152,68
Beans,2024-09-23,439,83
Apple,2024-09-23,139,46
Banana,2024-09-23,94,35
Mango,2024-09-23,125,95
Orange,2024-09-23,339,40
Papaya,2024-09-23,403,39
Grapes,2024-09-23,424,71
Tomato,2024-09-24,336,116
Potato,2024-09-24,327,64
Onion,2024-09-24,239,117
Carrot,2024-09-24,390,41
Cabbage,2024-09-24,323,22
Brinjal,2024-09-24,486,44
Cauliflower,2024-09-24,187,76
Spinach,2024-09-24,193,87
Beans,2024-09-24,195,20
Apple,2024-09-24,72,16
Banana,2024-09-24,260,62
Mango,2024-09-24,408,44
Orange,2024-09-24,104,88
Papaya,2024-09-24,95,76
Grapes,2024-09-24,472,76
Tomato,2024-09-25,413,109
Potato,2024-09-25,224,114
Onion,2024-09-25,379,22
Carrot,2024-09-25,187,30
Cabbage,2024-09-25,199,114
Brinjal,2024-09-25,112,56
Cauliflower,2024-09-25,260,97
Spinach,2024-09-25,327,44
Beans,2024-09-25,295,108
Apple,2024-09-25,375,23
Banana,2024-09-25,458,66
Mango,2024-09-25,318,71
Orange,2024-09-25,266,71
Papaya,2024-09-25,187,20
Grapes,2024-09-25,124,55
Tomato,2024-09-26,440,18
Potato,2024-09-26,490,56
Onion,2024-09-26,356,105
Carrot,2024-09-26,358,54
Cabbage,2024-09-26,379,64
Brinjal,2024-09-26,426,35
Cauliflower,2024-09-26,179,96
Spinach,2024-09-26,468,55
Beans,2024-09-26,95,67
Apple,2024-09-26,326,48
Banana,2024-09-26,284,20
Mango,2024-09-26,480,105
Orange,2024-09-26,97,22
Papaya,2024-09-26,492,18
Grapes,2024-09-26,443,12
Tomato,2024-09-27,184,89
Potato,2024-09-27,140,53
Onion,2024-09-27,115,21
Carrot,2024-09-27,309,97
Cabbage,2024-09-27,219,15
Brinjal,2024-09-27,239,101
Cauliflower,2024-09-27,240,22
Spinach,2024-09-27,286,51
Beans,2024-09-27,494,35
Apple,2024-09-27,462,52
Banana,2024-09-27,264,61
Mango,2024-09-27,412,46
Orange,2024-09-27,493,67
Papaya,2024-09-27,153,21
Grapes,2024-09-27,259,60
Tomato,2024-09-28,144,20
Potato,2024-09-28,135,41
Onion,2024-09-28,65,117
Carrot,2024-09-28,457,71
Cabbage,2024-09-28,377,88
Brinjal,2024-09-28,315,29
Cauliflower,2024-09-28,242,30
Spinach,2024-09-28,135,88
Beans,2024-09-28,472,111
Apple,2024-09-28,408,25
Banana,2024-09-28,173,120
Mango,2024-09-28,497,43
Orange,2024-09-28,324,24
Papaya,2024-09-28,261,114
Grapes,2024-09-28,427,77
Tomato,2024-09-29,111,23
Potato,2024-09-29,155,69
Onion,2024-09-29,324,104
Carrot,2024-09-29,470,112
Cabbage,2024-09-29,103,104
Brinjal,2024-09-29,313,111
Cauliflower,2024-09-29,183,103
Spinach,2024-09-29,66,60
Beans,2024-09-29,493,91
Apple,2024-09-29,137,20
Banana,2024-09-29,384,90
Mango,2024-09-29,377,90
Orange,2024-09-29,284,96
Papaya,2024-09-29,292,35
Grapes,2024-09-29,464,20
Tomato,2024-09-30,493,36
Potato,2024-09-30,440,77
Onion,2024-09-30,115,20
Carrot,2024-09-30,292,105
Cabbage,2024-09-30,256,114
Brinjal,2024-09-30,407,55
Cauliflower,2024-09-30,81,99
Spinach,2024-09-30,166,24
Beans,2024-09-30,104,83
Apple,2024-09-30,464,102
Banana,2024-09-30,359,16
Mango,2024-09-30,489,67
Orange,2024-09-30,417,73
Papaya,2024-09-30,345,46
Grapes,2024-09-30,185,75
Tomato,2024-10-01,438,29
Potato,2024-10-01,284,16
Onion,2024-10-01,155,33
Carrot,2024-10-01,109,33
Cabbage,2024-10-01,472,22
Brinjal,2024-10-01,106,37
Cauliflower,2024-10-01,352,36
Spinach,2024-10-01,51,104
Beans,2024-10-01,172,116
Apple,2024-10-01,273,29
Banana,2024-10-01,311,37
Mango,2024-10-01,469,93
Orange,2024-10-01,264,104
Papaya,2024-10-01,402,28
Grapes,2024-10-01,427,29
Tomato,2024-10-02,414,22
Potato,2024-10-02,288,94
Onion,2024-10-02,377,70
Carrot,2024-10-02,82,110
Cabbage,2024-10-02,402,43
Brinjal,2024-10-02,498,110
Cauliflower,2024-10-02,296,110
Spinach,2024-10-02,463,96
Beans,2024-10-02,489,97
Apple,2024-10-02,206,66
Banana,2024-10-02,79,60
Mango,2024-10-02,360,81
Orange,2024-10-02,497,20
Papaya,2024-10-02,143,95
Grapes,2024-10-02,363,52
Tomato,2024-10-03,302,100
Potato,2024-10-03,223,73
Onion,2024-10-03,424,57
Carrot,2024-10-03,339,82
Cabbage,2024-10-03,246,65
Brinjal,2024-10-03,266,26
Cauliflower,2024-10-03,141,105
Spinach,2024-10-03,145,26
Beans,2024-10-03,357,63
Apple,2024-10-03,455,40
Banana,2024-10-03,386,33
Mango,2024-10-03,92,104
Orange,2024-10-03,176,75
Papaya,2024-10-03,420,87
Grapes,2024-10-03,105,65
Tomato,2024-10-04,137,114
Potato,2024-10-04,371,20
Onion,2024-10-04,244,23
Carrot,2024-10-04,77,52
Cabbage,2024-10-04,229,60
Brinjal,2024-10-04,452,38
Cauliflower,2024-10-04,70,42
Spinach,2024-10-04,359,57
Beans,2024-10-04,241,30
Apple,2024-10-04,305,84
Banana,2024-10-04,174,54
Mango,2024-10-04,365,56
Orange,2024-10-04,77,18
Papaya,2024-10-04,309,46
Grapes,2024-10-04,166,104
Tomato,2024-10-05,215,90
Potato,2024-10-05,352,106
Onion,2024-10-05,76,54
Carrot,2024-10-05,301,47
Cabbage,2024-10-05,480,110
Brinjal,2024-10-05,408,43
Cauliflower,2024-10-05,414,97
Spinach,2024-10-05,172,61
Beans,2024-10-05,325,62
Apple,2024-10-05,383,44
Banana,2024-10-05,80,105
Mango,2024-10-05,324,58
Orange,2024-10-05,128,72
Papaya,2024-10-05,235,44
Grapes,2024-10-05,245,36
Tomato,2024-10-06,471,94
Potato,2024-10-06,387,19
